,Well,Fluor,Target,Content,Sample,Melt Temp
,A01,SYBR,,NTC,,None
,A02,SYBR,,NTC,,None
,A03,SYBR,,NTC,,None
,B01,SYBR,,Unkn,,83.5
,B02,SYBR,,Unkn,,83.5
,C01,SYBR,,Unkn,,83.5
,C02,SYBR,,Unkn,,83.5
,D01,SYBR,,Unkn,,83.5
,D02,SYBR,,Unkn,,83.5
,E01,SYBR,,Unkn,,83.5
,E02,SYBR,,Unkn,,83.5
,F01,SYBR,,Unkn,,83.5
,F02,SYBR,,Unkn,,83.5
,G01,SYBR,,Unkn,,83.5
,G02,SYBR,,Unkn,,83.5
,H01,SYBR,,Unkn,,83.5
,H02,SYBR,,Unkn,,83.5
