,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-84.076990446697,-119.483767942473,-21.4099809049276,-131.923081331595,-503.739633177773,-348.311534067112,-177.736301207497,-375.799552381055,-157.189574624753,-611.927416997929,-81.6118153536218,-165.843740224977,-62.0451725732037,-566.005626150973,-228.973832223623,-191.619235951681,-149.594587200225,-167.193331230665,-124.581306071722,-161.511672796163,-172.545065116852,-89.2059667817539,-61.0756022492624,-66.5417537384528,-163.814440693163,-76.8475031111993,-136.440708141088,-150.602794320183,-136.227518634369,-155.762905338441,-159.839564222792,-223.501805660588,-155.644881545321,-165.434130803487,-87.0949308230001,-125.725910013265,-128.017027861855,-52.9688468236154,-135.67803311227,-149.934442158805,-58.2170610263565,-204.856754520175,-214.969537022154,-195.092714140778,-150.844268421786,-422.966027450106,-92.340861682992,-186.146550190017,-54.0728453346355,-45.4777211699393,-92.2332044202522,-87.2347595861493,-106.293191421651,-181.759911671729,-122.46873106097,-189.971710262242,-194.455768672824,-232.124169213007,-897.585264358382,-286.827504439392,-168.402792226976,-47.5297480301197,-209.411408537007,-125.005472762063,-65.7572214832035,-102.131819214388,-166.502750037317,-236.189388598337,-183.52119278031,-149.627553086348,-110.351868212201,-203.174119028466,-105.730294294681,-72.3438344971601,-324.644790332471,-276.601424961191,-139.675883544662,-67.5490929479802,-641.28828833833,-236.886284707666,-134.482525941299,-94.1414286388936,-979.686557593215,-235.448692005522,-14.0326180672364,-147.420959658031,3.67052317698108,-75.1634131185265,-59.3629934938826,-466.087410412019,-88.5578264993492,-68.8103708237368,-141.636124341168,-119.912263960787,-164.715434588252,-251.927859094149
,2,-26.7419987459825,-71.7594953145835,22.7602478591762,-15.6437948233734,-409.480231670922,-213.912675765718,-91.9282739345508,-268.36655862006,-44.7074042607455,-48.5808295369243,-24.0955994786609,-64.0467311920129,-28.4514539404754,-23.7394276966061,-141.114122242745,-91.7851661377199,-16.1653134396329,-72.9198630865385,-59.8997100837014,-80.9262032165461,-94.1955924981721,-26.2112934106208,-33.0296031694807,-30.6739097115405,-54.225844528657,-20.3834704086521,-50.1468148893473,-47.7399457131314,-33.9834422668564,-60.3864803119668,-77.4945472438285,-55.125047465127,-59.5641380922862,-67.6336330000595,-41.6358827340182,-61.7706431834958,-19.5448246564529,15.972755177344,-27.8131298967783,-32.2916472673214,61.8169728925304,-73.2363748599246,-64.8678370286161,-44.5626112097425,-47.1060246861844,-50.8629958227702,-24.7802896364274,-42.9359712725727,7.60358770496896,22.4526833973741,-6.80723455412863,4.90627106610009,28.3320890499454,-42.2426031005198,-18.3480606173744,-30.3591784762057,-63.0438478376673,-65.2976514965358,-747.357292928572,-47.5590104792809,-33.8779975912512,2.99556313457288,-82.3784688651103,-13.174806234204,-1.17574743122714,-2.52234560438592,-64.2117192847909,-6.50941699176292,-65.6939416444538,-47.1724000473441,-35.5031987067996,-59.8756899643377,-35.4827216242893,4.37480685321498,-243.129811721625,-29.936862428789,-47.352499779965,-16.4792882830461,-524.615830213874,-25.5713593153978,-30.5450463893158,-10.2258052934121,-789.336917507915,-72.5816339795638,28.9569570495469,-124.966289272923,33.3728547768624,-5.83731057507975,-6.08821712972349,-11.6573517058769,-26.8039065289777,-15.0022610190827,-47.9803880808086,-19.3703252233154,-37.5041691169263,-67.4270949290876
,3,-6.05026330435612,-68.922389463567,32.0617738708552,-27.6270772195303,-97.6421871383518,-184.67528601309,-77.80480263755,-250.104280964696,-31.8915413567684,-30.1180589684491,-20.6850065167691,-53.1827558087834,-12.3414674441174,-9.96170706921566,-203.408330643888,-20.2963988888387,-21.3325694008954,-21.2706985860568,-52.740254757563,-71.8803623913082,-77.1272654813865,-33.6374585935846,-39.9155584025093,-30.4903606955486,-9.57417812284893,-15.6284121233393,-49.3943018758355,-24.2393362482453,-19.6084148224963,-33.5368648306276,-53.8292290217278,-43.5442826175922,-33.7232224153913,-44.9095407945733,-48.5051624216994,-54.8371881792054,13.1936433778001,16.4778081294953,-7.89665498380327,-2.96493594222375,44.685655176595,-46.2921407960257,-28.3555935067807,-25.3335477877172,-34.2501300931845,-29.2926950036581,-22.1588104391649,-16.2884904181465,17.0557653558872,12.243748511074,1.55648799568826,7.03438341613946,34.3787125482404,-9.03140223253286,-6.01667200952579,-14.4740143337758,-35.4519166055543,-32.3748244660965,-42.9165252015564,-30.1345079691328,4.25701645764912,1.16321973866343,-58.4047955282831,-3.46788356622528,4.3430123523849,15.0420825679739,-41.4806273987733,-9.70491737763496,-32.5294922008125,-27.9341932748803,-14.06243508847,-28.3396307573039,2.6331916431318,1.49189832304,-203.466361211487,-26.6805427050531,-23.3355837525523,-6.61526946241429,-31.9769824781424,-28.5136600175374,-12.1134347676434,-10.8027896261683,-662.270518907499,-34.1803188236627,33.239083718845,26.1261616225802,32.8092494756274,-5.77639501273097,-5.43294741553109,2.17091291546058,-4.37373361129903,-6.16030761906222,-29.1646325468701,0.284169362807006,-1.20084038104505,-2.93357924160955
,4,1.50619601420749,-91.630606146382,39.9697330283325,2.29362673501964,10.5323915129002,-155.463595428463,14.2528790255701,-169.820948757836,16.7171936243631,12.6042013847782,13.7979398706784,-1.37317470888593,4.04208148779617,12.0982805592939,38.7946533444183,3.3555750890564,11.0260496054234,37.898817884341,0.479189909176966,32.8220990948312,18.344134653431,9.10989230967334,12.2076622951154,12.088732944736,5.79326167444106,27.3615551698631,-1.62355740956991,6.09627619484854,14.3178969070323,-3.38872966459166,-12.9923148178086,-0.170164936147557,4.25613587796033,-9.36552551424666,-0.504929928335514,2.76878432366084,30.4299057404869,48.3698771627178,21.3152782839597,19.9583464863736,52.6822879653955,48.2130123617653,12.8659019328106,13.1596381263753,8.07408792535898,24.6003965732243,22.1065365250797,26.4570592982818,40.0899290356292,47.8191602410725,16.5615250012297,41.7316032251292,54.2055683649933,24.77478161408,18.5970691705897,19.137787305116,0.55568645648782,19.5880102659339,10.6710007901456,13.7592398863617,21.1432912857199,32.8897589553244,-34.836568544808,25.6332104303056,38.9496823349509,34.5138713920778,-16.7255701712729,22.1947984552389,6.94862411550457,12.4872495701802,28.9467055481728,13.7710386439721,25.0365638792246,33.3649674893804,-139.869425617597,14.4994484490435,12.4800770031907,26.8805720211385,5.17452601305104,3.79810678916328,23.6140045930133,26.1776991374118,97.6537307691469,11.2190597288027,56.298914611245,44.825872125577,54.5479754468979,15.1013584317116,16.0398628515413,16.7356949211035,18.1371167612233,21.2363997155999,15.8586992666733,26.4094682265604,31.1079830476428,18.0268349762136
,5,3.19543091740343,17.8411207157933,36.4086716507572,15.3149384228827,17.536821935113,88.5442117552921,22.6015295547231,-124.502930338376,17.039308744972,20.9112991764059,32.2619371289948,3.68723245897309,11.1925742293824,20.9809773822381,49.8131951949754,16.0518884328303,26.432616316165,40.5893471949248,15.6031044952178,28.859825165654,31.6207208231572,20.772723880682,23.7923247813669,27.1808333378558,17.359026025606,31.8086695945303,10.7212550840841,25.1218379065749,23.9016680643108,13.0947511839349,9.43399048284937,17.1929364787011,24.9664130940337,15.3412581813373,23.9680633432499,11.2880991658249,27.6896381328443,56.6696414856797,32.6285108784687,33.5809794990382,44.8576275279838,57.6401817373298,16.7538547587374,29.6502255346495,21.2423755672771,40.828955408253,42.6330767691907,38.8358717058818,46.4494686092976,56.119727884402,23.1199379761574,45.3818229183362,58.3162586773551,30.62048401231,26.363695415339,23.8570145371459,11.4183085475688,32.6527552701164,34.9586386637911,25.4593994301767,32.5029087894527,44.9142327547888,60.1124630468112,35.310113182587,47.7150973036987,37.4682375090651,3.68824828357174,37.0369302835425,32.9709289572238,18.6537350370554,36.2764365524035,38.7827655046167,37.9686170587447,40.6314431773662,95.7218996778684,34.9380148626842,22.0840591090655,27.1035548384734,23.8220626964139,20.0237953357337,22.7291537569818,36.5775488250365,118.554398806054,25.3272525052835,59.3277197782163,36.3281684249723,58.4916663085933,31.1218802567746,26.4096105009794,32.9661817065999,27.2173464546622,26.918956677634,32.8709241692995,29.5058196595983,33.7731949904628,37.9963906861631
,6,16.3335357099295,36.9338892859341,8.34798965017035,-6.32637622444418,7.16707110589778,48.5189885865066,12.1160999419208,93.4948295126796,-11.7949048407754,-7.56143282394805,-1.83479200558577,-14.9633353210247,14.121582339747,6.79908414370584,30.5596479182695,-0.497666903064783,4.09766111334557,-2.22967520929978,5.01782374999402,-11.1854776185191,-11.2779741170043,-10.5002472449987,-15.9603346347649,-0.242819474760836,13.838745995462,-3.38987486843598,14.5696050884399,8.6815164586842,6.69965626318481,-4.09816081924964,-10.7856919285114,-9.40363624692509,-0.413448447216069,-13.3146656561275,-18.0024824229722,-6.96562100599022,16.2144750121097,10.6345611538036,11.170860810993,17.3393659464919,-3.67985319769923,37.8861409166284,2.87230613472002,-7.2874693859776,-5.69683382341827,6.8912329263776,-0.800588583295394,7.98855832257141,22.8641329998582,18.3028894462159,-35.0429475544042,4.66410372546125,22.2388359875458,14.9503708686116,1.5810808979204,2.20870748155903,-3.0876487392452,6.66023273394239,-8.85557389360656,-6.18217959793037,15.1944578413686,8.79622999975436,43.304044578108,6.81248172329924,11.5054154281843,16.367830146959,-22.4509052758385,7.43061513579778,-4.95421572362102,-6.88726317001147,-1.47501529704277,14.4422707849644,13.4085649635417,5.34174598444952,52.7766899386352,8.08889093264406,-1.37445924065833,6.07366211761109,-3.80583495193059,1.97956344516206,1.86405885063687,-1.94139174860175,100.64385341995,4.9569330078557,41.6173952956215,21.2232447765255,26.0075878713687,8.98087000256965,17.8270958498451,13.1134146406175,11.3894542291819,7.53657873175234,11.2191300065806,7.20657383364232,2.48425328632584,28.0066712229673
,7,20.5188612015645,33.4683187828196,3.70638538831554,-10.1754662845833,5.09787048874023,43.9600232329612,15.5712952843733,90.1346421520457,-14.8926548321888,-18.8343441631623,-3.63490885125339,-7.35178602858741,9.96286303892794,-2.43867405014771,19.5394917673075,-4.40919679400122,-3.50795449661109,-14.0419996122555,-12.257947897112,-15.386983403967,-17.0026045363084,-21.9807801743191,-24.9558991929498,-0.615034900612955,13.253487629655,-9.04194763525084,1.11561143090512,-3.08877232299074,2.39826677696419,3.40347623494108,-18.8668699471218,-11.2008418278738,-4.33247590034443,-12.9351086020215,-19.8928267959654,-11.51751484325,15.9839033027238,1.66766266009654,6.62605961184181,7.85899359951236,-27.8377274515342,15.2301576686641,-5.50891878542006,-8.53498247515381,-10.5691523777741,-8.06944088656292,-15.2512208081516,4.48243758194258,11.4056685053192,3.17113715462619,16.1942475699962,-10.0560318370681,-3.1313755732981,0.387960560075953,-5.80134478752916,-12.494000292184,-2.06136397292175,-10.8479692552301,-11.9443730039256,-6.04027679543651,-1.63771371365601,-10.579768718806,36.5981648995948,3.59030813865593,-4.09546832039905,1.81887980085412,-30.492841178745,0.312492532752913,-11.4635006267472,-10.1637449124646,-5.51970703747065,3.25402963725719,13.532707111488,-2.92247591791056,40.5911300882981,-1.80745188861692,-7.7871598173042,-2.88291543689047,-8.22326748713203,-4.31958463444607,-15.7869537889492,-11.3836974866153,85.4623845949427,2.38463651966413,26.2508827685988,11.0934361897671,11.0684495210862,5.11924887048917,13.4029851274827,10.4216008247313,1.36393007955667,-3.05993614709496,0.0902420315669588,-17.1257741577501,-21.7414807589357,22.4797380089713
,8,6.7209761419881,35.2973726433374,22.0535816536831,33.9043220142439,35.7070350586073,73.4594406052174,30.6547754365201,131.352507182479,32.2302438376755,40.9416984512254,37.2376281367124,36.4217231600724,13.9706803698409,23.603856410612,53.5170712787667,37.7802585170793,40.762581257547,32.8706303406789,41.5248830822338,35.6137976105838,34.4587967467533,35.1097784472649,36.266007057814,44.9354030885097,25.8716453702464,40.706032155731,51.6465581754101,36.3445375624124,34.7967674138936,35.7453340978655,33.1581230494285,37.8517056770615,38.9716904211773,31.4966616808124,38.5583191376845,37.2776692810367,29.523952088286,46.194005552562,36.9690530193675,38.2509495888498,53.712347889903,45.1735544333733,32.4243029109712,40.095923513556,39.2493625708403,45.2030834401976,55.3116847169204,41.5997747175225,37.1996837429206,49.4885963116667,56.4428653281384,34.8965848121734,27.9249207540943,36.2710646677133,34.1838482482708,29.229789457524,48.4374794402138,45.5069563348416,48.8607362180492,35.9719535323648,29.1729185604472,44.7470193024992,59.6403899077141,40.0143698617212,37.7294599878405,36.0686762929845,9.92202142154474,43.349560849515,38.0723096519905,41.7619936169313,39.5937857772624,40.9588759357157,33.0564397815615,29.0960254944202,92.6433667515157,43.2650367327478,28.5944198584184,33.0981202043113,29.6382952441991,29.096266752902,30.8150395722423,39.9285984804392,115.064882081735,36.4559106775487,31.1644733392241,24.2325542861981,45.2072944768461,41.8144603029214,29.0773848374338,31.5602190219015,32.3815193405235,41.6785320410518,40.354971390645,16.113448396105,16.2222208659041,32.606772533336
,9,24.6174922404025,37.0350261587319,6.66731297695787,4.3063284387872,23.2863416531827,42.8347547288095,28.7939927148009,95.3794064415279,4.64545025785264,-0.564076795333676,7.97869041170179,16.9290990505961,13.5430147100014,7.27681452702836,30.7642240032637,3.26733774947115,12.5894436968674,4.1309564107778,11.9518645614071,8.58383126138597,4.58822344866167,6.65072390452769,7.33338779865153,14.1192161067174,13.6196577322571,9.44896002935639,18.9655394294332,12.4609313823739,9.25605914747393,18.8004457485686,9.42651117701553,6.90125770326631,12.7615445728452,9.808742246576,6.31587484072588,16.1293477288482,15.1286674386192,11.4394967127828,6.05633249106086,8.91143993895366,5.41060166252737,22.8548110094125,11.7582036360454,14.3077754768747,4.52472083218254,13.9738946999478,11.4701826036835,12.2393141541706,12.5749150394349,4.36020281067431,14.0571034787081,-2.16820472322161,6.56082904345567,9.52958055218187,8.62453409231966,9.88146425633749,23.201651362775,0.224489755164541,9.00347829489147,6.44693104905946,13.0864718187177,-0.707080889446843,37.7301843826554,10.1472962485914,6.42460921498241,7.68376261605044,39.2583063408965,11.7703733206263,4.17081851738112,5.30697984495146,5.27475620060432,16.893774319311,8.71997581767209,10.6638018119102,54.3263124289369,13.5092443268823,10.8300091777655,8.4774547042507,6.86152716141714,1.71595008798613,1.89122344296993,-0.930706015962642,77.4206284007014,15.7410456926955,1.23684800155843,7.18254885592432,12.841651533221,8.86357927416248,12.6049811975881,12.666395527347,15.6454046449689,8.69869624300827,13.6936703520514,45.9096647500373,-27.1779159447742,13.255229704544
,10,11.9558306476292,35.6861623134118,23.0347512436565,44.6187364513071,48.8000700790626,80.716769146602,44.4888123055271,124.993284056483,46.5806455431975,53.9715851342735,39.3769676697939,51.0452048064235,11.2338698924832,38.3215255020841,64.6691454186666,41.0714039927652,46.0572026479813,52.8647054441017,50.8949479779176,50.1504558624574,53.3734629484716,52.2426380707757,52.9274026784169,48.4331106781992,27.9008441804872,48.0527488347971,58.943353771695,51.6502829729634,36.5335643805229,43.970083927934,60.2478023934746,51.2652944456713,47.932603354212,49.9195680467128,58.3956842869684,49.0738882069427,20.8120307033732,42.2982409939887,41.7304866344921,34.009259821245,36.3448008200858,42.1535392228343,47.527781824564,52.267613659802,56.5702171836083,59.9949343478847,62.4989902736252,51.1375743483914,37.3627403079818,46.1204683233082,51.2876234611085,36.0330017781671,25.1309990808741,36.804576824703,49.1808450716926,52.5449834956644,67.1047372600769,58.6759548648024,56.7452998459421,49.4251643712905,25.9021686434471,44.1864248611864,47.7346548687183,47.0512506885307,45.8491375199083,39.6251623899825,78.1812562418627,57.3114427418832,56.1973561534505,53.3469193716983,47.2512909580619,46.2422252897522,26.5399384345219,37.4014657378957,96.404958738467,50.2895733797468,46.8747283021985,44.7004789981365,46.557070144283,45.2626262781796,40.1879871353158,58.3817553405061,101.097111902165,35.9229111231816,4.15745099941341,18.6555740074182,36.7688431842926,41.3704986993143,38.921601360762,34.0874905559422,34.860919768159,48.7231524805948,42.116776340119,52.7121199051471,2.04561550912149,21.5199251528848
